method,case_id,scan_id,agent_group,agent_number,target_id,pwgs_pair_count,target_mean_pwgs,in_common_support
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,1,29,0.3998421372525453,1
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,2,21,0.303714460713469,1
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,3,3,0.8798312848558943,1
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,4,3,0.9180198272129424,1
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,5,29,0.54450602370505,1
Qwen-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,7,5,0.8529418373216731,1
Qwen-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,29,0.29732063731093694,1
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,3,20,0.3832063357658818,1
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,5,20,0.781160000152263,1
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,6,20,0.30769928922819073,1
Qwen-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,7,20,0.36874750488465124,1
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,0,1,0.8161368832422915,1
Qwen-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,5,15,0.8064600382323854,1
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,0,1,0.8891655468756798,1
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,1,7,0.7959058215745719,1
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,2,1,0.5373928619823438,1
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,3,1,0.8617839559024778,1
Qwen-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,5,17,0.839229089529687,1
Qwen-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,3,1,0.5583088352364156,0
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,1,4,0.7250843649285013,1
Qwen-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,4,0.3759749090776654,1
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,3,0.6332059769822219,1
Qwen-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,6,11,0.7123991088563396,1
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,1,2,0.4908663308734603,1
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,3,3,0.7887880972901767,1
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,4,4,0.6732613073922471,1
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,5,12,0.5786353723493675,1
Qwen-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,7,1,0.8365545485914825,1
Qwen-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,5,1,0.6164980030045673,1
Qwen-Instant,17DRP5sb8fy_case_0042,17DRP5sb8fy,multi,5,3,1,0.6322124872226648,0
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,3,1,0.6322124872226648,1
Qwen-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,5,1,0.6564080954015461,1
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,4,0.33413339967868116,1
Qwen-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,5,12,0.5823547593563339,1
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,1,4,0.748608138685331,1
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,3,5,0.816347173002003,1
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,4,4,0.36466835952437915,1
Qwen-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,5,9,0.6161728968448232,1
Gemma-Instant,r47D5H71a5s_case_0007,r47D5H71a5s,single,1,2,17,0.1251882460190273,1
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,0,28,0.7961773508945467,1
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,2,6,0.845008364980054,1
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,4,18,0.4731546993377138,1
Gemma-Instant,r47D5H71a5s_case_0008,r47D5H71a5s,single,1,7,26,0.7430837153334008,1
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,0,7,0.21831617930535702,1
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,1,23,0.29534027510336025,1
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,5,24,0.673480059865975,1
Gemma-Instant,r47D5H71a5s_case_0009,r47D5H71a5s,single,1,6,10,0.8542147750633505,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,0,12,0.36668096349369755,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,1,12,0.6288263036144154,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,2,12,0.5700125046209837,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,3,12,0.4010440098167105,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,4,10,0.5187754865570648,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,5,12,0.7738863809477352,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,6,10,0.9080680859332559,1
Gemma-Instant,r47D5H71a5s_case_0010,r47D5H71a5s,single,1,7,10,0.5077466728083229,1
Gemma-Instant,r47D5H71a5s_case_0011,r47D5H71a5s,single,1,3,3,0.6323567590587781,1
Gemma-Instant,r47D5H71a5s_case_0012,r47D5H71a5s,single,1,1,11,0.2996163402720286,1
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,0,29,0.589355717410176,1
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,5,29,0.3607667746113409,1
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,6,29,0.4320063088167238,1
Gemma-Instant,r47D5H71a5s_case_0013,r47D5H71a5s,single,1,7,29,0.6298402074349527,1
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,3,1,0.7336483416337922,1
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,4,14,0.6841516499368134,1
Gemma-Instant,r47D5H71a5s_case_0014,r47D5H71a5s,single,1,5,7,0.3825505392919097,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,0,29,0.4298406033646154,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,1,29,0.5256404383264406,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,2,24,0.5430494392210277,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,3,29,0.41893232544771436,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,4,24,0.45711045945261675,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,5,29,0.5669514168396563,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,6,24,0.7355936509021075,1
Gemma-Instant,r47D5H71a5s_case_0015,r47D5H71a5s,single,1,7,29,0.5274223720356211,1
Gemma-Instant,r47D5H71a5s_case_0016,r47D5H71a5s,multi,3,4,3,0.2485887979504071,1
Gemma-Instant,r47D5H71a5s_case_0017,r47D5H71a5s,multi,3,6,3,0.42686603819422714,1
Gemma-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,0,21,0.6146836276223064,1
Gemma-Instant,r47D5H71a5s_case_0018,r47D5H71a5s,multi,3,2,3,0.6381985909136606,1
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,1,3,0.21137939464533428,1
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,3,2,0.4764841676154823,1
Gemma-Instant,r47D5H71a5s_case_0019,r47D5H71a5s,multi,3,5,17,0.330423013481078,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,0,15,0.5269937856256243,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,1,3,0.3397315121941964,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,2,13,0.6387490659990067,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,3,4,0.49319745363107925,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,4,1,0.7973270591006283,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,5,14,0.44525955508764786,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,6,10,0.6077227538422287,1
Gemma-Instant,r47D5H71a5s_case_0020,r47D5H71a5s,multi,3,7,3,0.5339502734935727,1
Gemma-Instant,r47D5H71a5s_case_0036,r47D5H71a5s,multi,5,3,1,0.6064093887038811,1
Gemma-Instant,r47D5H71a5s_case_0042,r47D5H71a5s,multi,5,1,2,0.6561570460630433,0
Gemma-Instant,r47D5H71a5s_case_0043,r47D5H71a5s,multi,5,6,2,0.3444304265135613,1
Gemma-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,1,2,0.6843759073615774,1
Gemma-Instant,r47D5H71a5s_case_0044,r47D5H71a5s,multi,5,5,4,0.4510357484894608,1
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,0,10,0.5250856479952888,1
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,1,3,0.6964518180289709,1
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,2,2,0.7434393748716007,1
Gemma-Instant,r47D5H71a5s_case_0045,r47D5H71a5s,multi,5,3,2,0.6099582500002243,1
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,1,18,0.7074840779402379,1
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,3,29,0.8520352241875857,1
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,4,29,0.3199499781471732,1
Gemma-Instant,zsNo4HB9uLZ_case_0003,zsNo4HB9uLZ,single,1,7,29,0.7323128654369688,1
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,0,13,0.3556361459780224,1
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,2,29,0.5548035551018051,1
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,5,5,0.6070139368365302,1
Gemma-Instant,zsNo4HB9uLZ_case_0004,zsNo4HB9uLZ,single,1,7,2,0.45142489464775987,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,0,2,0.7456611337046177,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,2,5,0.7499628836106564,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,3,4,0.8842738429881096,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,4,8,0.4774859758569625,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,5,6,0.576998744671257,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,6,7,0.3240561708726885,1
Gemma-Instant,zsNo4HB9uLZ_case_0005,zsNo4HB9uLZ,single,1,7,1,0.6900456794476759,1
Gemma-Instant,zsNo4HB9uLZ_case_0006,zsNo4HB9uLZ,single,1,0,5,0.7393130023459069,1
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,1,8,0.8383835655839601,1
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,4,8,0.7812251981747091,1
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,6,2,0.646109656317178,1
Gemma-Instant,zsNo4HB9uLZ_case_0008,zsNo4HB9uLZ,single,1,7,5,0.815598068357621,1
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,3,6,0.1343150820954104,1
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,5,6,0.2397914941730462,1
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,6,6,0.6192683340706605,1
Gemma-Instant,zsNo4HB9uLZ_case_0009,zsNo4HB9uLZ,single,1,7,6,0.1294423543621959,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,0,29,0.4333332199864792,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,1,29,0.3841333824225666,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,2,29,0.6700669689268072,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,5,8,0.6567633770838002,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,6,2,0.8705393482996795,1
Gemma-Instant,zsNo4HB9uLZ_case_0010,zsNo4HB9uLZ,single,1,7,1,0.46572736913135093,1
Gemma-Instant,zsNo4HB9uLZ_case_0011,zsNo4HB9uLZ,single,1,6,29,0.44696534997052717,1
Gemma-Instant,zsNo4HB9uLZ_case_0012,zsNo4HB9uLZ,single,1,7,3,0.7133358144000365,1
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,0,3,0.7438805802770831,1
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,4,3,0.5608027697867445,1
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,6,3,0.5208576288492567,1
Gemma-Instant,zsNo4HB9uLZ_case_0013,zsNo4HB9uLZ,single,1,7,3,0.9698327581709293,1
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,0,1,0.8378362791126811,1
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,6,1,0.20329222762716181,1
Gemma-Instant,zsNo4HB9uLZ_case_0014,zsNo4HB9uLZ,single,1,7,1,0.6399906391977186,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,0,2,0.8953863902286658,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,1,8,0.8262348662387579,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,2,1,0.9617801276815245,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,4,12,0.4592729038008865,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,5,10,0.8439521481668949,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,6,5,0.40927178639637435,1
Gemma-Instant,zsNo4HB9uLZ_case_0015,zsNo4HB9uLZ,single,1,7,2,0.9335591277567037,1
Gemma-Instant,zsNo4HB9uLZ_case_0016,zsNo4HB9uLZ,multi,3,5,29,0.43065543279177837,1
Gemma-Instant,zsNo4HB9uLZ_case_0017,zsNo4HB9uLZ,multi,3,4,1,0.8529679723075616,1
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,0,13,0.5005781100684883,1
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,2,11,0.650349402809879,1
Gemma-Instant,zsNo4HB9uLZ_case_0018,zsNo4HB9uLZ,multi,3,4,5,0.8929006077557154,1
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,3,1,0.4298839529594344,1
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,4,4,0.8829424874019511,1
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,5,6,0.6588675246554733,1
Gemma-Instant,zsNo4HB9uLZ_case_0019,zsNo4HB9uLZ,multi,3,7,1,0.43244995626231697,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,0,7,0.5679399750234396,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,1,8,0.5174486800128779,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,2,9,0.575067405462559,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,3,1,0.4357876755167065,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,4,12,0.7409986109341312,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,5,4,0.4931911887929509,1
Gemma-Instant,zsNo4HB9uLZ_case_0020,zsNo4HB9uLZ,multi,3,7,2,0.48444418351477214,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,0,4,0.6165289132007792,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,2,5,0.5359101590239406,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,3,1,0.5841275959647825,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,4,2,0.8108925876853101,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,5,4,0.530209335734479,1
Gemma-Instant,zsNo4HB9uLZ_case_0045,zsNo4HB9uLZ,multi,5,7,1,0.6249907831373198,1
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,0,1,0.9335065501318104,1
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,5,20,0.7099249565407266,1
Gemma-Instant,JF19kD82Mey_case_0003,JF19kD82Mey,single,1,7,29,0.7077911659352047,1
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,0,29,0.6487958531956454,1
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,2,29,0.45286810125267923,1
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,4,25,0.5777437998106655,1
Gemma-Instant,JF19kD82Mey_case_0004,JF19kD82Mey,single,1,7,29,0.5089137264642566,1
Gemma-Instant,JF19kD82Mey_case_0006,JF19kD82Mey,single,1,4,1,0.9506455925495522,1
Gemma-Instant,JF19kD82Mey_case_0007,JF19kD82Mey,single,1,0,12,0.6395300175488535,1
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,0,2,0.7575672830231159,1
Gemma-Instant,JF19kD82Mey_case_0018,JF19kD82Mey,multi,3,4,1,0.6071673486340903,1
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,0,2,0.8037122292857959,1
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,1,8,0.5978822121878915,1
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,3,12,0.5241888117467012,1
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,4,1,0.60385130299925,1
Gemma-Instant,JF19kD82Mey_case_0020,JF19kD82Mey,multi,3,6,1,0.4542913472854908,1
Gemma-Instant,JF19kD82Mey_case_0021,JF19kD82Mey,multi,3,7,20,0.8792727608488251,1
Gemma-Instant,JF19kD82Mey_case_0022,JF19kD82Mey,multi,3,6,1,0.4918348820118644,1
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,2,1,0.751903925734528,1
Gemma-Instant,JF19kD82Mey_case_0023,JF19kD82Mey,multi,3,4,3,0.4169049989835618,1
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,0,2,0.7928520990086307,1
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,1,3,0.5885128668762641,1
Gemma-Instant,JF19kD82Mey_case_0024,JF19kD82Mey,multi,3,3,1,0.5686039398915232,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,0,5,0.9410292404316654,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,1,5,0.6510682623418302,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,3,12,0.743952121426767,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,4,1,0.9471236699978092,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,5,11,0.5716568194113294,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,6,1,0.5141961903583665,1
Gemma-Instant,JF19kD82Mey_case_0025,JF19kD82Mey,multi,3,7,1,0.8536830775055148,1
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,0,4,0.8383149151718148,1
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,1,5,0.5128495134346928,1
Gemma-Instant,JF19kD82Mey_case_0028,JF19kD82Mey,multi,3,3,2,0.5363444524988034,1
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,2,5,0.8423501332992384,1
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,3,2,0.9509535682020012,1
Gemma-Instant,JF19kD82Mey_case_0029,JF19kD82Mey,multi,3,7,4,0.9079870305633371,1
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,0,3,0.8266782472276534,1
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,1,6,0.5982025745358596,1
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,3,1,0.5883269465907532,1
Gemma-Instant,JF19kD82Mey_case_0030,JF19kD82Mey,multi,3,4,1,0.5985935508035227,1
Gemma-Instant,JF19kD82Mey_case_0031,JF19kD82Mey,multi,5,3,4,0.45575105259085225,1
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,0,2,0.7643077614719009,1
Gemma-Instant,JF19kD82Mey_case_0033,JF19kD82Mey,multi,5,2,1,0.5840381759656119,1
Gemma-Instant,RPmz2sHmrrY_case_0021,RPmz2sHmrrY,multi,3,0,1,0.918966937289001,1
Gemma-Instant,RPmz2sHmrrY_case_0022,RPmz2sHmrrY,multi,3,1,1,0.918197784432182,1
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,1,5,0.4593307496112585,1
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,5,3,0.6636637643409226,1
Gemma-Instant,RPmz2sHmrrY_case_0023,RPmz2sHmrrY,multi,3,7,8,0.6584758968406339,1
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,0,4,0.5155454414381637,1
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,2,2,0.9615202779057626,1
Gemma-Instant,RPmz2sHmrrY_case_0024,RPmz2sHmrrY,multi,3,7,3,0.6486980528189469,1
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,1,2,0.7988140874165564,1
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,2,19,0.6010846420309495,1
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,5,6,0.7083135365354463,1
Gemma-Instant,RPmz2sHmrrY_case_0025,RPmz2sHmrrY,multi,3,7,7,0.6618505559270738,1
Gemma-Instant,RPmz2sHmrrY_case_0026,RPmz2sHmrrY,multi,3,2,5,0.9340436922230413,1
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,0,1,0.48112590772154185,1
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,4,20,0.7885001118550476,1
Gemma-Instant,RPmz2sHmrrY_case_0028,RPmz2sHmrrY,multi,3,7,29,0.7422094244027746,1
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,2,1,0.783295597962535,1
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,4,3,0.6662325412238398,1
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,5,2,0.5317039494348628,1
Gemma-Instant,RPmz2sHmrrY_case_0029,RPmz2sHmrrY,multi,3,7,23,0.7044147929287058,1
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,0,1,0.9893335106465458,1
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,1,5,0.9608252861765856,1
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,2,2,0.3352462338981623,1
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,5,6,0.7368229368405154,1
Gemma-Instant,RPmz2sHmrrY_case_0030,RPmz2sHmrrY,multi,3,7,18,0.6990369892404141,1
Gemma-Instant,RPmz2sHmrrY_case_0033,RPmz2sHmrrY,multi,5,0,1,0.6542108451720894,1
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,1,1,0.562489739792417,1
Gemma-Instant,RPmz2sHmrrY_case_0034,RPmz2sHmrrY,multi,5,2,5,0.8341376637263165,1
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,1,1,0.5536660006285961,1
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,2,4,0.8595537287480616,1
Gemma-Instant,RPmz2sHmrrY_case_0035,RPmz2sHmrrY,multi,5,5,5,0.6859549404507801,1
Gemma-Instant,RPmz2sHmrrY_case_0036,RPmz2sHmrrY,multi,5,7,13,0.7419613931299,1
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,0,1,0.2822814913674767,1
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,2,2,0.9578507335251918,1
Gemma-Instant,RPmz2sHmrrY_case_0038,RPmz2sHmrrY,multi,5,5,5,0.6928292871121023,1
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,0,3,0.4700327278806067,1
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,1,3,0.4700327278806067,1
Gemma-Instant,RPmz2sHmrrY_case_0039,RPmz2sHmrrY,multi,5,5,2,0.6525621310334515,1
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,0,5,0.7868240461219498,1
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,2,3,0.8420053556467116,1
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,3,5,0.7003287119732977,1
